14664,5,1,3765
14664,18,1,3765
14664,6,1,3765
14664,19,1,3765
14664,8,1,3765
14664,7,1,3765
14664,20,1,3765
14664,21,1,3765
14664,22,1,3765
14664,3,1,3765
14664,9,1,3765
14664,15,1,3765
14664,1,1,14653
14664,11,1,14653
14664,16,1,14653
14664,2,1,14663
14664,10,1,14663
14664,17,1,14663
14666,4,1,3765
14666,5,1,3765
14666,18,1,3765
14666,6,1,3765
14666,19,1,3765
14666,8,1,3765
14666,7,1,3765
14666,20,1,3765
14666,21,1,3765
14666,22,1,3765
14666,3,1,3765
14666,9,1,3765
14666,15,1,3765
14666,1,1,14665
14666,11,1,14665
14666,16,1,14665
14666,2,1,14665
14666,10,1,14665
14666,17,1,14665
14668,4,1,3765
14668,5,1,3765
14668,18,1,3765
14668,6,1,3765
14668,19,1,3765
14668,8,1,3765
14668,7,1,3765
14668,20,1,3765
14668,21,1,3765
14668,22,1,3765
14668,3,1,3765
14668,9,1,3765
14668,15,1,3765
14668,1,1,14667
14668,11,1,14667
14668,16,1,14667
14668,2,1,14667
14668,10,1,14667
14668,17,1,14667
14670,4,1,3765
14670,5,1,3765
14670,18,1,3765
14670,6,1,3765
14670,19,1,3765
14670,8,1,3765
14670,7,1,3765
14670,20,1,3765
14670,21,1,3765
14670,22,1,3765
14670,3,1,3765
14670,9,1,3765
14670,15,1,3765
14670,1,1,14669
14670,11,1,14669
14670,16,1,14669
14670,2,1,14669
14670,10,1,14669
14670,17,1,14669
14672,4,1,3765
14672,5,1,3765
14672,18,1,3765
14672,6,1,3765
14672,19,1,3765
14672,8,1,3765
14672,7,1,3765
14672,20,1,3765
14672,21,1,3765
14672,22,1,3765
14672,3,1,3765
14672,9,1,3765
14672,15,1,3765
14672,1,1,14671
14672,11,1,14671
14672,16,1,14671
14672,2,1,14671
14672,10,1,14671
14672,17,1,14671
14674,4,1,3765
14674,5,1,3765
14674,18,1,3765
14674,6,1,3765
14674,19,1,3765
14674,8,1,3765
14674,7,1,3765
14674,20,1,3765
14674,21,1,3765
14674,22,1,3765
14674,3,1,3765
14674,9,1,3765
14674,15,1,3765
14674,1,1,14673
14674,11,1,14673
14674,16,1,14673
14674,2,1,14673
14674,10,1,14673
14674,17,1,14673
14676,4,1,3765
14676,5,1,3765
14676,18,1,3765
14676,6,1,3765
14676,19,1,3765
14676,8,1,3765
14676,7,1,3765
14676,20,1,3765
14676,21,1,3765
14676,22,1,3765
14676,3,1,3765
14676,9,1,3765
14676,15,1,3765
14676,1,1,14675
14676,11,1,14675
14676,16,1,14675
14676,2,1,14675
14676,10,1,14675
14676,17,1,14675
14678,4,1,3765
14678,5,1,3765
14678,18,1,3765
14678,6,1,3765
14678,19,1,3765
14678,8,1,3765
14678,7,1,3765
14678,20,1,3765
14678,21,1,3765
14678,22,1,3765
14678,3,1,3765
14678,9,1,3765
14678,15,1,3765
14678,1,1,14677
14678,11,1,14677
14678,16,1,14677
14678,2,1,14677
14678,10,1,14677
14678,17,1,14677
14680,4,1,3765
14680,5,1,3765
14680,18,1,3765
14680,6,1,3765
14680,19,1,3765
14680,8,1,3765
14680,7,1,3765
14680,20,1,3765
14680,21,1,3765
14680,22,1,3765
14680,3,1,3765
14680,9,1,3765
14680,15,1,3765
14680,1,1,14679
14680,11,1,14679
14680,16,1,14679
14680,2,1,14679
14680,10,1,14679
14680,17,1,14679
14682,4,1,3765
14682,5,1,3765
14682,18,1,3765
14682,6,1,3765
14682,19,1,3765
14682,8,1,3765
14682,7,1,3765
14682,20,1,3765
14682,21,1,3765
14682,22,1,3765
14682,3,1,3765
14682,9,1,3765
14682,15,1,3765
14682,1,1,14681
14682,11,1,14681
14682,16,1,14681
14682,2,1,14681
14682,10,1,14681
14682,17,1,14681
14684,4,1,3765
14684,5,1,3765
14684,18,1,3765
14684,6,1,3765
14684,19,1,3765
14684,8,1,3765
14684,7,1,3765
14684,20,1,3765
14684,21,1,3765
14684,22,1,3765
14684,3,1,3765
14684,9,1,3765
14684,15,1,3765
14684,1,1,14653
14684,11,1,14653
14684,16,1,14653
14684,2,1,14683
14684,10,1,14683
14684,17,1,14683
14686,4,1,3765
14686,5,1,3765
14686,18,1,3765
14686,6,1,3765
14686,19,1,3765
14686,8,1,3765
14686,7,1,3765
14686,20,1,3765
14686,21,1,3765
14686,22,1,3765
14686,3,1,3765
14686,9,1,3765
14686,15,1,3765
14686,1,1,14685
14686,11,1,14685
14686,16,1,14685
14686,2,1,14685
14686,10,1,14685
14686,17,1,14685
14688,4,1,3765
14688,5,1,3765
14688,18,1,3765
14688,6,1,3765
14688,19,1,3765
14688,8,1,3765
14688,7,1,3765
14688,20,1,3765
14688,21,1,3765
14688,22,1,3765
14688,3,1,3765
14688,9,1,3765
14688,15,1,3765
14688,1,1,14687
14688,11,1,14687
14688,16,1,14687
14688,2,1,14687
14688,10,1,14687
14688,17,1,14687
14690,4,1,3765
14690,5,1,3765
14690,18,1,3765
14690,6,1,3765
14690,19,1,3765
14690,8,1,3765
14690,7,1,3765
14690,20,1,3765
14690,21,1,3765
14690,22,1,3765
14690,3,1,3765
14690,9,1,3765
14690,15,1,3765
14690,1,1,14689
14690,11,1,14689
14690,16,1,14689
14690,2,1,14689
14690,10,1,14689
14690,17,1,14689
14692,4,1,3765
14692,5,1,3765
14692,18,1,3765
14692,6,1,3765
14692,19,1,3765
14692,8,1,3765
14692,7,1,3765
14692,20,1,3765
14692,21,1,3765
14692,22,1,3765
14692,3,1,3765
14692,9,1,3765
14692,15,1,3765
14692,1,1,14691
14692,11,1,14691
14692,16,1,14691
14692,2,1,14691
14692,10,1,14691
14692,17,1,14691
14694,4,1,3765
14694,5,1,3765
14694,18,1,3765
14694,6,1,3765
14694,19,1,3765
14694,8,1,3765
14694,7,1,3765
14694,20,1,3765
14694,21,1,3765
14694,22,1,3765
14694,3,1,3765
14694,9,1,3765
14694,15,1,3765
14694,1,1,14693
14694,11,1,14693
14694,16,1,14693
14694,2,1,14693
14694,10,1,14693
14694,17,1,14693
14696,4,1,3765
14696,5,1,3765
14696,18,1,3765
14696,6,1,3765
14696,19,1,3765
14696,8,1,3765
14696,7,1,3765
14696,20,1,3765
14696,21,1,3765
14696,22,1,3765
14696,3,1,3765
14696,9,1,3765
14696,15,1,3765
14696,1,1,14695
14696,11,1,14695
14696,16,1,14695
14696,2,1,14695
14696,10,1,14695
14696,17,1,14695
