pg_catalog.sum,n,0,float8pl,-,float8pl,-,-,-,-,-,False,False,r,r,0,701,0,0,0,,
pg_catalog.sum,n,0,cash_pl,-,cash_pl,-,-,cash_pl,cash_mi,-,False,False,r,r,0,790,0,790,0,,
pg_catalog.sum,n,0,interval_pl,-,interval_pl,-,-,interval_pl,interval_mi,-,False,False,r,r,0,1186,0,1186,0,,
pg_catalog.sum,n,0,numeric_avg_accum,numeric_sum,numeric_avg_combine,numeric_avg_serialize,numeric_avg_deserialize,numeric_avg_accum,numeric_accum_inv,numeric_sum,False,False,r,r,0,2281,128,2281,128,,
pg_catalog.max,n,0,int8larger,-,int8larger,-,-,-,-,-,False,False,r,r,413,20,0,0,0,,
pg_catalog.max,n,0,int4larger,-,int4larger,-,-,-,-,-,False,False,r,r,521,23,0,0,0,,
pg_catalog.max,n,0,int2larger,-,int2larger,-,-,-,-,-,False,False,r,r,520,21,0,0,0,,
pg_catalog.max,n,0,oidlarger,-,oidlarger,-,-,-,-,-,False,False,r,r,610,26,0,0,0,,
pg_catalog.max,n,0,float4larger,-,float4larger,-,-,-,-,-,False,False,r,r,623,700,0,0,0,,
pg_catalog.max,n,0,float8larger,-,float8larger,-,-,-,-,-,False,False,r,r,674,701,0,0,0,,
pg_catalog.max,n,0,date_larger,-,date_larger,-,-,-,-,-,False,False,r,r,1097,1082,0,0,0,,
pg_catalog.max,n,0,time_larger,-,time_larger,-,-,-,-,-,False,False,r,r,1112,1083,0,0,0,,
pg_catalog.max,n,0,timetz_larger,-,timetz_larger,-,-,-,-,-,False,False,r,r,1554,1266,0,0,0,,
pg_catalog.max,n,0,cashlarger,-,cashlarger,-,-,-,-,-,False,False,r,r,903,790,0,0,0,,
pg_catalog.max,n,0,timestamp_larger,-,timestamp_larger,-,-,-,-,-,False,False,r,r,2064,1114,0,0,0,,
pg_catalog.max,n,0,timestamptz_larger,-,timestamptz_larger,-,-,-,-,-,False,False,r,r,1324,1184,0,0,0,,
pg_catalog.max,n,0,interval_larger,-,interval_larger,-,-,-,-,-,False,False,r,r,1334,1186,0,0,0,,
pg_catalog.max,n,0,text_larger,-,text_larger,-,-,-,-,-,False,False,r,r,666,25,0,0,0,,
pg_catalog.max,n,0,numeric_larger,-,numeric_larger,-,-,-,-,-,False,False,r,r,1756,1700,0,0,0,,
pg_catalog.max,n,0,array_larger,-,array_larger,-,-,-,-,-,False,False,r,r,1073,2277,0,0,0,,
pg_catalog.max,n,0,bpchar_larger,-,bpchar_larger,-,-,-,-,-,False,False,r,r,1060,1042,0,0,0,,
pg_catalog.max,n,0,tidlarger,-,tidlarger,-,-,-,-,-,False,False,r,r,2800,27,0,0,0,,
pg_catalog.max,n,0,enum_larger,-,enum_larger,-,-,-,-,-,False,False,r,r,3519,3500,0,0,0,,
pg_catalog.max,n,0,network_larger,-,network_larger,-,-,-,-,-,False,False,r,r,1205,869,0,0,0,,
pg_catalog.max,n,0,pg_lsn_larger,-,pg_lsn_larger,-,-,-,-,-,False,False,r,r,3225,3220,0,0,0,,
pg_catalog.max,n,0,xid8_larger,-,xid8_larger,-,-,-,-,-,False,False,r,r,5074,5069,0,0,0,,
pg_catalog.min,n,0,int8smaller,-,int8smaller,-,-,-,-,-,False,False,r,r,412,20,0,0,0,,
pg_catalog.min,n,0,int4smaller,-,int4smaller,-,-,-,-,-,False,False,r,r,97,23,0,0,0,,
pg_catalog.min,n,0,int2smaller,-,int2smaller,-,-,-,-,-,False,False,r,r,95,21,0,0,0,,
pg_catalog.min,n,0,oidsmaller,-,oidsmaller,-,-,-,-,-,False,False,r,r,609,26,0,0,0,,
pg_catalog.min,n,0,float4smaller,-,float4smaller,-,-,-,-,-,False,False,r,r,622,700,0,0,0,,
pg_catalog.min,n,0,float8smaller,-,float8smaller,-,-,-,-,-,False,False,r,r,672,701,0,0,0,,
pg_catalog.min,n,0,date_smaller,-,date_smaller,-,-,-,-,-,False,False,r,r,1095,1082,0,0,0,,
pg_catalog.min,n,0,time_smaller,-,time_smaller,-,-,-,-,-,False,False,r,r,1110,1083,0,0,0,,
pg_catalog.min,n,0,timetz_smaller,-,timetz_smaller,-,-,-,-,-,False,False,r,r,1552,1266,0,0,0,,
pg_catalog.min,n,0,cashsmaller,-,cashsmaller,-,-,-,-,-,False,False,r,r,902,790,0,0,0,,
pg_catalog.min,n,0,timestamp_smaller,-,timestamp_smaller,-,-,-,-,-,False,False,r,r,2062,1114,0,0,0,,
pg_catalog.min,n,0,timestamptz_smaller,-,timestamptz_smaller,-,-,-,-,-,False,False,r,r,1322,1184,0,0,0,,
pg_catalog.min,n,0,interval_smaller,-,interval_smaller,-,-,-,-,-,False,False,r,r,1332,1186,0,0,0,,
pg_catalog.min,n,0,text_smaller,-,text_smaller,-,-,-,-,-,False,False,r,r,664,25,0,0,0,,
pg_catalog.min,n,0,numeric_smaller,-,numeric_smaller,-,-,-,-,-,False,False,r,r,1754,1700,0,0,0,,
pg_catalog.min,n,0,array_smaller,-,array_smaller,-,-,-,-,-,False,False,r,r,1072,2277,0,0,0,,
pg_catalog.min,n,0,bpchar_smaller,-,bpchar_smaller,-,-,-,-,-,False,False,r,r,1058,1042,0,0,0,,
pg_catalog.min,n,0,tidsmaller,-,tidsmaller,-,-,-,-,-,False,False,r,r,2799,27,0,0,0,,
pg_catalog.min,n,0,enum_smaller,-,enum_smaller,-,-,-,-,-,False,False,r,r,3518,3500,0,0,0,,
pg_catalog.min,n,0,network_smaller,-,network_smaller,-,-,-,-,-,False,False,r,r,1203,869,0,0,0,,
pg_catalog.min,n,0,pg_lsn_smaller,-,pg_lsn_smaller,-,-,-,-,-,False,False,r,r,3224,3220,0,0,0,,
pg_catalog.min,n,0,xid8_smaller,-,xid8_smaller,-,-,-,-,-,False,False,r,r,5073,5069,0,0,0,,
pg_catalog.count,n,0,int8inc_any,-,int8pl,-,-,int8inc_any,int8dec_any,-,False,False,r,r,0,20,0,20,0,0,0
pg_catalog.count,n,0,int8inc,-,int8pl,-,-,int8inc,int8dec,-,False,False,r,r,0,20,0,20,0,0,0
pg_catalog.var_pop,n,0,int8_accum,numeric_var_pop,numeric_combine,numeric_serialize,numeric_deserialize,int8_accum,int8_accum_inv,numeric_var_pop,False,False,r,r,0,2281,128,2281,128,,
pg_catalog.var_pop,n,0,int4_accum,numeric_poly_var_pop,numeric_poly_combine,numeric_poly_serialize,numeric_poly_deserialize,int4_accum,int4_accum_inv,numeric_poly_var_pop,False,False,r,r,0,2281,48,2281,48,,
pg_catalog.var_pop,n,0,int2_accum,numeric_poly_var_pop,numeric_poly_combine,numeric_poly_serialize,numeric_poly_deserialize,int2_accum,int2_accum_inv,numeric_poly_var_pop,False,False,r,r,0,2281,48,2281,48,,
pg_catalog.var_pop,n,0,float4_accum,float8_var_pop,float8_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0}",
pg_catalog.var_pop,n,0,float8_accum,float8_var_pop,float8_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0}",
pg_catalog.var_pop,n,0,numeric_accum,numeric_var_pop,numeric_combine,numeric_serialize,numeric_deserialize,numeric_accum,numeric_accum_inv,numeric_var_pop,False,False,r,r,0,2281,128,2281,128,,
pg_catalog.var_samp,n,0,int8_accum,numeric_var_samp,numeric_combine,numeric_serialize,numeric_deserialize,int8_accum,int8_accum_inv,numeric_var_samp,False,False,r,r,0,2281,128,2281,128,,
pg_catalog.var_samp,n,0,int4_accum,numeric_poly_var_samp,numeric_poly_combine,numeric_poly_serialize,numeric_poly_deserialize,int4_accum,int4_accum_inv,numeric_poly_var_samp,False,False,r,r,0,2281,48,2281,48,,
pg_catalog.var_samp,n,0,int2_accum,numeric_poly_var_samp,numeric_poly_combine,numeric_poly_serialize,numeric_poly_deserialize,int2_accum,int2_accum_inv,numeric_poly_var_samp,False,False,r,r,0,2281,48,2281,48,,
pg_catalog.var_samp,n,0,float4_accum,float8_var_samp,float8_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0}",
pg_catalog.var_samp,n,0,float8_accum,float8_var_samp,float8_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0}",
pg_catalog.var_samp,n,0,numeric_accum,numeric_var_samp,numeric_combine,numeric_serialize,numeric_deserialize,numeric_accum,numeric_accum_inv,numeric_var_samp,False,False,r,r,0,2281,128,2281,128,,
pg_catalog.variance,n,0,int8_accum,numeric_var_samp,numeric_combine,numeric_serialize,numeric_deserialize,int8_accum,int8_accum_inv,numeric_var_samp,False,False,r,r,0,2281,128,2281,128,,
pg_catalog.variance,n,0,int4_accum,numeric_poly_var_samp,numeric_poly_combine,numeric_poly_serialize,numeric_poly_deserialize,int4_accum,int4_accum_inv,numeric_poly_var_samp,False,False,r,r,0,2281,48,2281,48,,
pg_catalog.variance,n,0,int2_accum,numeric_poly_var_samp,numeric_poly_combine,numeric_poly_serialize,numeric_poly_deserialize,int2_accum,int2_accum_inv,numeric_poly_var_samp,False,False,r,r,0,2281,48,2281,48,,
pg_catalog.variance,n,0,float4_accum,float8_var_samp,float8_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0}",
pg_catalog.variance,n,0,float8_accum,float8_var_samp,float8_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0}",
pg_catalog.variance,n,0,numeric_accum,numeric_var_samp,numeric_combine,numeric_serialize,numeric_deserialize,numeric_accum,numeric_accum_inv,numeric_var_samp,False,False,r,r,0,2281,128,2281,128,,
pg_catalog.stddev_pop,n,0,int8_accum,numeric_stddev_pop,numeric_combine,numeric_serialize,numeric_deserialize,int8_accum,int8_accum_inv,numeric_stddev_pop,False,False,r,r,0,2281,128,2281,128,,
pg_catalog.stddev_pop,n,0,int4_accum,numeric_poly_stddev_pop,numeric_poly_combine,numeric_poly_serialize,numeric_poly_deserialize,int4_accum,int4_accum_inv,numeric_poly_stddev_pop,False,False,r,r,0,2281,48,2281,48,,
pg_catalog.stddev_pop,n,0,int2_accum,numeric_poly_stddev_pop,numeric_poly_combine,numeric_poly_serialize,numeric_poly_deserialize,int2_accum,int2_accum_inv,numeric_poly_stddev_pop,False,False,r,r,0,2281,48,2281,48,,
pg_catalog.stddev_pop,n,0,float4_accum,float8_stddev_pop,float8_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0}",
pg_catalog.stddev_pop,n,0,float8_accum,float8_stddev_pop,float8_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0}",
pg_catalog.stddev_pop,n,0,numeric_accum,numeric_stddev_pop,numeric_combine,numeric_serialize,numeric_deserialize,numeric_accum,numeric_accum_inv,numeric_stddev_pop,False,False,r,r,0,2281,128,2281,128,,
pg_catalog.stddev_samp,n,0,int8_accum,numeric_stddev_samp,numeric_combine,numeric_serialize,numeric_deserialize,int8_accum,int8_accum_inv,numeric_stddev_samp,False,False,r,r,0,2281,128,2281,128,,
pg_catalog.stddev_samp,n,0,int4_accum,numeric_poly_stddev_samp,numeric_poly_combine,numeric_poly_serialize,numeric_poly_deserialize,int4_accum,int4_accum_inv,numeric_poly_stddev_samp,False,False,r,r,0,2281,48,2281,48,,
pg_catalog.stddev_samp,n,0,int2_accum,numeric_poly_stddev_samp,numeric_poly_combine,numeric_poly_serialize,numeric_poly_deserialize,int2_accum,int2_accum_inv,numeric_poly_stddev_samp,False,False,r,r,0,2281,48,2281,48,,
pg_catalog.stddev_samp,n,0,float4_accum,float8_stddev_samp,float8_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0}",
pg_catalog.stddev_samp,n,0,float8_accum,float8_stddev_samp,float8_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0}",
pg_catalog.stddev_samp,n,0,numeric_accum,numeric_stddev_samp,numeric_combine,numeric_serialize,numeric_deserialize,numeric_accum,numeric_accum_inv,numeric_stddev_samp,False,False,r,r,0,2281,128,2281,128,,
pg_catalog.stddev,n,0,int8_accum,numeric_stddev_samp,numeric_combine,numeric_serialize,numeric_deserialize,int8_accum,int8_accum_inv,numeric_stddev_samp,False,False,r,r,0,2281,128,2281,128,,
pg_catalog.stddev,n,0,int4_accum,numeric_poly_stddev_samp,numeric_poly_combine,numeric_poly_serialize,numeric_poly_deserialize,int4_accum,int4_accum_inv,numeric_poly_stddev_samp,False,False,r,r,0,2281,48,2281,48,,
pg_catalog.stddev,n,0,int2_accum,numeric_poly_stddev_samp,numeric_poly_combine,numeric_poly_serialize,numeric_poly_deserialize,int2_accum,int2_accum_inv,numeric_poly_stddev_samp,False,False,r,r,0,2281,48,2281,48,,
pg_catalog.stddev,n,0,float4_accum,float8_stddev_samp,float8_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0}",
pg_catalog.stddev,n,0,float8_accum,float8_stddev_samp,float8_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0}",
pg_catalog.stddev,n,0,numeric_accum,numeric_stddev_samp,numeric_combine,numeric_serialize,numeric_deserialize,numeric_accum,numeric_accum_inv,numeric_stddev_samp,False,False,r,r,0,2281,128,2281,128,,
regr_count,n,0,int8inc_float8_float8,-,int8pl,-,-,-,-,-,False,False,r,r,0,20,0,0,0,0,
regr_sxx,n,0,float8_regr_accum,float8_regr_sxx,float8_regr_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0,0,0,0}",
regr_syy,n,0,float8_regr_accum,float8_regr_syy,float8_regr_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0,0,0,0}",
regr_sxy,n,0,float8_regr_accum,float8_regr_sxy,float8_regr_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0,0,0,0}",
regr_avgx,n,0,float8_regr_accum,float8_regr_avgx,float8_regr_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0,0,0,0}",
regr_avgy,n,0,float8_regr_accum,float8_regr_avgy,float8_regr_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0,0,0,0}",
regr_r2,n,0,float8_regr_accum,float8_regr_r2,float8_regr_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0,0,0,0}",
regr_slope,n,0,float8_regr_accum,float8_regr_slope,float8_regr_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0,0,0,0}",
regr_intercept,n,0,float8_regr_accum,float8_regr_intercept,float8_regr_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0,0,0,0}",
covar_pop,n,0,float8_regr_accum,float8_covar_pop,float8_regr_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0,0,0,0}",
covar_samp,n,0,float8_regr_accum,float8_covar_samp,float8_regr_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0,0,0,0}",
corr,n,0,float8_regr_accum,float8_corr,float8_regr_combine,-,-,-,-,-,False,False,r,r,0,1022,0,0,0,"{0,0,0,0,0,0}",
bool_and,n,0,booland_statefunc,-,booland_statefunc,-,-,bool_accum,bool_accum_inv,bool_alltrue,False,False,r,r,58,16,0,2281,16,,
bool_or,n,0,boolor_statefunc,-,boolor_statefunc,-,-,bool_accum,bool_accum_inv,bool_anytrue,False,False,r,r,59,16,0,2281,16,,
every,n,0,booland_statefunc,-,booland_statefunc,-,-,bool_accum,bool_accum_inv,bool_alltrue,False,False,r,r,58,16,0,2281,16,,
pg_catalog.bit_and,n,0,int2and,-,int2and,-,-,-,-,-,False,False,r,r,0,21,0,0,0,,
pg_catalog.bit_or,n,0,int2or,-,int2or,-,-,-,-,-,False,False,r,r,0,21,0,0,0,,
pg_catalog.bit_xor,n,0,int2xor,-,int2xor,-,-,-,-,-,False,False,r,r,0,21,0,0,0,,
pg_catalog.bit_and,n,0,int4and,-,int4and,-,-,-,-,-,False,False,r,r,0,23,0,0,0,,
pg_catalog.bit_or,n,0,int4or,-,int4or,-,-,-,-,-,False,False,r,r,0,23,0,0,0,,
pg_catalog.bit_xor,n,0,int4xor,-,int4xor,-,-,-,-,-,False,False,r,r,0,23,0,0,0,,
pg_catalog.bit_and,n,0,int8and,-,int8and,-,-,-,-,-,False,False,r,r,0,20,0,0,0,,
pg_catalog.bit_or,n,0,int8or,-,int8or,-,-,-,-,-,False,False,r,r,0,20,0,0,0,,
pg_catalog.bit_xor,n,0,int8xor,-,int8xor,-,-,-,-,-,False,False,r,r,0,20,0,0,0,,
pg_catalog.bit_and,n,0,bitand,-,bitand,-,-,-,-,-,False,False,r,r,0,1560,0,0,0,,
pg_catalog.bit_or,n,0,bitor,-,bitor,-,-,-,-,-,False,False,r,r,0,1560,0,0,0,,
pg_catalog.bit_xor,n,0,bitxor,-,bitxor,-,-,-,-,-,False,False,r,r,0,1560,0,0,0,,
xmlagg,n,0,xmlconcat2,-,-,-,-,-,-,-,False,False,r,r,0,142,0,0,0,,
pg_catalog.array_agg,n,0,array_agg_transfn,array_agg_finalfn,array_agg_combine,array_agg_serialize,array_agg_deserialize,-,-,-,True,False,r,r,0,2281,0,0,0,,
pg_catalog.array_agg,n,0,array_agg_array_transfn,array_agg_array_finalfn,array_agg_array_combine,array_agg_array_serialize,array_agg_array_deserialize,-,-,-,True,False,r,r,0,2281,0,0,0,,
pg_catalog.string_agg,n,0,string_agg_transfn,string_agg_finalfn,string_agg_combine,string_agg_serialize,string_agg_deserialize,-,-,-,False,False,r,r,0,2281,0,0,0,,
pg_catalog.string_agg,n,0,bytea_string_agg_transfn,bytea_string_agg_finalfn,string_agg_combine,string_agg_serialize,string_agg_deserialize,-,-,-,False,False,r,r,0,2281,0,0,0,,
pg_catalog.range_intersect_agg,n,0,range_intersect_agg_transfn,-,range_intersect_agg_transfn,-,-,-,-,-,False,False,r,r,0,3831,0,0,0,,
pg_catalog.range_intersect_agg,n,0,multirange_intersect_agg_transfn,-,multirange_intersect_agg_transfn,-,-,-,-,-,False,False,r,r,0,4537,0,0,0,,
pg_catalog.range_agg,n,0,range_agg_transfn,range_agg_finalfn,-,-,-,-,-,-,True,False,r,r,0,2281,0,0,0,,
pg_catalog.range_agg,n,0,multirange_agg_transfn,multirange_agg_finalfn,-,-,-,-,-,-,True,False,r,r,0,2281,0,0,0,,
json_agg,n,0,json_agg_transfn,json_agg_finalfn,-,-,-,-,-,-,False,False,r,r,0,2281,0,0,0,,
json_agg_strict,n,0,json_agg_strict_transfn,json_agg_finalfn,-,-,-,-,-,-,False,False,r,r,0,2281,0,0,0,,
json_object_agg,n,0,json_object_agg_transfn,json_object_agg_finalfn,-,-,-,-,-,-,False,False,r,r,0,2281,0,0,0,,
json_object_agg_unique,n,0,json_object_agg_unique_transfn,json_object_agg_finalfn,-,-,-,-,-,-,False,False,r,r,0,2281,0,0,0,,
json_object_agg_strict,n,0,json_object_agg_strict_transfn,json_object_agg_finalfn,-,-,-,-,-,-,False,False,r,r,0,2281,0,0,0,,
json_object_agg_unique_strict,n,0,json_object_agg_unique_strict_transfn,json_object_agg_finalfn,-,-,-,-,-,-,False,False,r,r,0,2281,0,0,0,,
jsonb_agg,n,0,jsonb_agg_transfn,jsonb_agg_finalfn,-,-,-,-,-,-,False,False,r,r,0,2281,0,0,0,,
jsonb_agg_strict,n,0,jsonb_agg_strict_transfn,jsonb_agg_finalfn,-,-,-,-,-,-,False,False,r,r,0,2281,0,0,0,,
jsonb_object_agg,n,0,jsonb_object_agg_transfn,jsonb_object_agg_finalfn,-,-,-,-,-,-,False,False,r,r,0,2281,0,0,0,,
jsonb_object_agg_unique,n,0,jsonb_object_agg_unique_transfn,jsonb_object_agg_finalfn,-,-,-,-,-,-,False,False,r,r,0,2281,0,0,0,,
jsonb_object_agg_strict,n,0,jsonb_object_agg_strict_transfn,jsonb_object_agg_finalfn,-,-,-,-,-,-,False,False,r,r,0,2281,0,0,0,,
jsonb_object_agg_unique_strict,n,0,jsonb_object_agg_unique_strict_transfn,jsonb_object_agg_finalfn,-,-,-,-,-,-,False,False,r,r,0,2281,0,0,0,,
pg_catalog.percentile_disc,o,1,ordered_set_transition,percentile_disc_final,-,-,-,-,-,-,True,False,s,s,0,2281,0,0,0,,
pg_catalog.percentile_cont,o,1,ordered_set_transition,percentile_cont_float8_final,-,-,-,-,-,-,False,False,s,s,0,2281,0,0,0,,
pg_catalog.percentile_cont,o,1,ordered_set_transition,percentile_cont_interval_final,-,-,-,-,-,-,False,False,s,s,0,2281,0,0,0,,
pg_catalog.percentile_disc,o,1,ordered_set_transition,percentile_disc_multi_final,-,-,-,-,-,-,True,False,s,s,0,2281,0,0,0,,
pg_catalog.percentile_cont,o,1,ordered_set_transition,percentile_cont_float8_multi_final,-,-,-,-,-,-,False,False,s,s,0,2281,0,0,0,,
pg_catalog.percentile_cont,o,1,ordered_set_transition,percentile_cont_interval_multi_final,-,-,-,-,-,-,False,False,s,s,0,2281,0,0,0,,
mode,o,0,ordered_set_transition,mode_final,-,-,-,-,-,-,True,False,s,s,0,2281,0,0,0,,
pg_catalog.rank,h,1,ordered_set_transition_multi,rank_final,-,-,-,-,-,-,True,False,w,w,0,2281,0,0,0,,
pg_catalog.percent_rank,h,1,ordered_set_transition_multi,percent_rank_final,-,-,-,-,-,-,True,False,w,w,0,2281,0,0,0,,
pg_catalog.cume_dist,h,1,ordered_set_transition_multi,cume_dist_final,-,-,-,-,-,-,True,False,w,w,0,2281,0,0,0,,
pg_catalog.dense_rank,h,1,ordered_set_transition_multi,dense_rank_final,-,-,-,-,-,-,True,False,w,w,0,2281,0,0,0,,
any_value,n,0,any_value_transfn,-,any_value_transfn,-,-,-,-,-,False,False,r,r,0,2283,0,0,0,,
