Table Name,Columns,Data Types,Constraints
pg_init_privs,"['classoid', 'objsubid', 'objoid']","['oid', 'integer', 'oid']","[('pg_init_privs_o_c_o_index', 'p'), ('pg_init_privs_o_c_o_index', 'p'), ('pg_init_privs_o_c_o_index', 'p')]"
pg_statistic_ext_data,"['stxdinherit', 'stxoid']","['boolean', 'oid']","[('pg_statistic_ext_data_stxoid_inh_index', 'p'), ('pg_statistic_ext_data_stxoid_inh_index', 'p')]"
pg_collation,"['collencoding', 'collname', 'oid', 'collnamespace']","['integer', 'name', 'oid', 'oid']","[('pg_collation_name_enc_nsp_index', 'u'), ('pg_collation_name_enc_nsp_index', 'u'), ('pg_collation_oid_index', 'p'), ('pg_collation_name_enc_nsp_index', 'u')]"
pg_event_trigger,"['oid', 'evtname']","['oid', 'name']","[('pg_event_trigger_oid_index', 'p'), ('pg_event_trigger_evtname_index', 'u')]"
pg_enum,"['enumlabel', 'oid', 'enumtypid', 'enumtypid', 'enumsortorder']","['name', 'oid', 'oid', 'oid', 'real']","[('pg_enum_typid_label_index', 'u'), ('pg_enum_oid_index', 'p'), ('pg_enum_typid_sortorder_index', 'u'), ('pg_enum_typid_label_index', 'u'), ('pg_enum_typid_sortorder_index', 'u')]"
pg_range,"['rngmultitypid', 'rngtypid']","['oid', 'oid']","[('pg_range_rngmultitypid_index', 'u'), ('pg_range_rngtypid_index', 'p')]"
pg_transform,"['trflang', 'trftype', 'oid']","['oid', 'oid', 'oid']","[('pg_transform_type_lang_index', 'u'), ('pg_transform_type_lang_index', 'u'), ('pg_transform_oid_index', 'p')]"
pg_shseclabel,"['provider', 'objoid', 'classoid']","['text', 'oid', 'oid']","[('pg_shseclabel_object_index', 'p'), ('pg_shseclabel_object_index', 'p'), ('pg_shseclabel_object_index', 'p')]"
pg_seclabel,"['provider', 'objsubid', 'classoid', 'objoid']","['text', 'integer', 'oid', 'oid']","[('pg_seclabel_object_index', 'p'), ('pg_seclabel_object_index', 'p'), ('pg_seclabel_object_index', 'p'), ('pg_seclabel_object_index', 'p')]"
pg_ts_dict,"['oid', 'dictname', 'dictnamespace']","['oid', 'name', 'oid']","[('pg_ts_dict_oid_index', 'p'), ('pg_ts_dict_dictname_index', 'u'), ('pg_ts_dict_dictname_index', 'u')]"
pg_ts_parser,"['prsnamespace', 'prsname', 'oid']","['oid', 'name', 'oid']","[('pg_ts_parser_prsname_index', 'u'), ('pg_ts_parser_prsname_index', 'u'), ('pg_ts_parser_oid_index', 'p')]"
pg_ts_config,"['oid', 'cfgname', 'cfgnamespace']","['oid', 'name', 'oid']","[('pg_ts_config_oid_index', 'p'), ('pg_ts_config_cfgname_index', 'u'), ('pg_ts_config_cfgname_index', 'u')]"
pg_ts_config_map,"['maptokentype', 'mapcfg', 'mapseqno']","['integer', 'oid', 'integer']","[('pg_ts_config_map_index', 'p'), ('pg_ts_config_map_index', 'p'), ('pg_ts_config_map_index', 'p')]"
pg_ts_template,"['tmplname', 'oid', 'tmplnamespace']","['name', 'oid', 'oid']","[('pg_ts_template_tmplname_index', 'u'), ('pg_ts_template_oid_index', 'p'), ('pg_ts_template_tmplname_index', 'u')]"
pg_replication_origin,"['roident', 'roname']","['oid', 'text']","[('pg_replication_origin_roiident_index', 'p'), ('pg_replication_origin_roname_index', 'u')]"
pg_subscription,"['subname', 'subdbid', 'oid']","['name', 'oid', 'oid']","[('pg_subscription_subname_index', 'u'), ('pg_subscription_subname_index', 'u'), ('pg_subscription_oid_index', 'p')]"
pg_subscription_rel,"['srsubid', 'srrelid']","['oid', 'oid']","[('pg_subscription_rel_srrelid_srsubid_index', 'p'), ('pg_subscription_rel_srrelid_srsubid_index', 'p')]"
pg_publication,"['pubname', 'oid']","['name', 'oid']","[('pg_publication_pubname_index', 'u'), ('pg_publication_oid_index', 'p')]"
pg_publication_rel,"['oid', 'prrelid', 'prpubid']","['oid', 'oid', 'oid']","[('pg_publication_rel_oid_index', 'p'), ('pg_publication_rel_prrelid_prpubid_index', 'u'), ('pg_publication_rel_prrelid_prpubid_index', 'u')]"
pg_publication_namespace,"['oid', 'pnpubid', 'pnnspid']","['oid', 'oid', 'oid']","[('pg_publication_namespace_oid_index', 'p'), ('pg_publication_namespace_pnnspid_pnpubid_index', 'u'), ('pg_publication_namespace_pnnspid_pnpubid_index', 'u')]"
pg_parameter_acl,"['parname', 'oid']","['text', 'oid']","[('pg_parameter_acl_parname_index', 'u'), ('pg_parameter_acl_oid_index', 'p')]"
person.businessentity,['businessentityid'],['integer'],"[('PK_BusinessEntity_BusinessEntityID', 'p')]"
person.person,"['businessentityid', 'emailpromotion', 'persontype', 'businessentityid']","['integer', 'integer', 'character(2)', 'integer']","[('FK_Person_BusinessEntity_BusinessEntityID', 'f'), ('CK_Person_EmailPromotion', 'c'), ('CK_Person_PersonType', 'c'), ('PK_Person_BusinessEntityID', 'p')]"
person.stateprovince,"['stateprovinceid', 'territoryid', 'countryregioncode']","['integer', 'integer', 'character varying(3)']","[('PK_StateProvince_StateProvinceID', 'p'), ('FK_StateProvince_SalesTerritory_TerritoryID', 'f'), ('FK_StateProvince_CountryRegion_CountryRegionCode', 'f')]"
person.address,"['addressid', 'stateprovinceid']","['integer', 'integer']","[('PK_Address_AddressID', 'p'), ('FK_Address_StateProvince_StateProvinceID', 'f')]"
person.addresstype,['addresstypeid'],['integer'],"[('PK_AddressType_AddressTypeID', 'p')]"
person.businessentityaddress,"['addresstypeid', 'addressid', 'businessentityid', 'addresstypeid', 'businessentityid', 'addressid']","['integer', 'integer', 'integer', 'integer', 'integer', 'integer']","[('FK_BusinessEntityAddress_AddressType_AddressTypeID', 'f'), ('FK_BusinessEntityAddress_Address_AddressID', 'f'), ('PK_BusinessEntityAddress_BusinessEntityID_AddressID_AddressType', 'p'), ('PK_BusinessEntityAddress_BusinessEntityID_AddressID_AddressType', 'p'), ('FK_BusinessEntityAddress_BusinessEntity_BusinessEntityID', 'f'), ('PK_BusinessEntityAddress_BusinessEntityID_AddressID_AddressType', 'p')]"
person.contacttype,['contacttypeid'],['integer'],"[('PK_ContactType_ContactTypeID', 'p')]"
person.businessentitycontact,"['personid', 'businessentityid', 'contacttypeid', 'personid', 'contacttypeid', 'businessentityid']","['integer', 'integer', 'integer', 'integer', 'integer', 'integer']","[('PK_BusinessEntityContact_BusinessEntityID_PersonID_ContactTypeI', 'p'), ('FK_BusinessEntityContact_BusinessEntity_BusinessEntityID', 'f'), ('FK_BusinessEntityContact_ContactType_ContactTypeID', 'f'), ('FK_BusinessEntityContact_Person_PersonID', 'f'), ('PK_BusinessEntityContact_BusinessEntityID_PersonID_ContactTypeI', 'p'), ('PK_BusinessEntityContact_BusinessEntityID_PersonID_ContactTypeI', 'p')]"
person.emailaddress,"['businessentityid', 'emailaddressid', 'businessentityid']","['integer', 'integer', 'integer']","[('PK_EmailAddress_BusinessEntityID_EmailAddressID', 'p'), ('PK_EmailAddress_BusinessEntityID_EmailAddressID', 'p'), ('FK_EmailAddress_Person_BusinessEntityID', 'f')]"
person.password,"['businessentityid', 'businessentityid']","['integer', 'integer']","[('PK_Password_BusinessEntityID', 'p'), ('FK_Password_Person_BusinessEntityID', 'f')]"
person.phonenumbertype,['phonenumbertypeid'],['integer'],"[('PK_PhoneNumberType_PhoneNumberTypeID', 'p')]"
person.personphone,"['phonenumbertypeid', 'businessentityid', 'phonenumber', 'phonenumbertypeid', 'businessentityid']","['integer', 'integer', '""Phone""', 'integer', 'integer']","[('PK_PersonPhone_BusinessEntityID_PhoneNumber_PhoneNumberTypeID', 'p'), ('PK_PersonPhone_BusinessEntityID_PhoneNumber_PhoneNumberTypeID', 'p'), ('PK_PersonPhone_BusinessEntityID_PhoneNumber_PhoneNumberTypeID', 'p'), ('FK_PersonPhone_PhoneNumberType_PhoneNumberTypeID', 'f'), ('FK_PersonPhone_Person_BusinessEntityID', 'f')]"
person.countryregion,['countryregioncode'],['character varying(3)'],"[('PK_CountryRegion_CountryRegionCode', 'p')]"
humanresources.department,['departmentid'],['integer'],"[('PK_Department_DepartmentID', 'p')]"
humanresources.employee,"['gender', 'vacationhours', 'sickleavehours', 'businessentityid', 'birthdate', 'hiredate', 'maritalstatus', 'businessentityid']","['character(1)', 'smallint', 'smallint', 'integer', 'date', 'date', 'character(1)', 'integer']","[('CK_Employee_Gender', 'c'), ('CK_Employee_VacationHours', 'c'), ('CK_Employee_SickLeaveHours', 'c'), ('FK_Employee_Person_BusinessEntityID', 'f'), ('CK_Employee_BirthDate', 'c'), ('CK_Employee_HireDate', 'c'), ('CK_Employee_MaritalStatus', 'c'), ('PK_Employee_BusinessEntityID', 'p')]"
humanresources.employeedepartmenthistory,"['enddate', 'startdate', 'businessentityid', 'departmentid', 'shiftid', 'businessentityid', 'departmentid', 'shiftid', 'startdate']","['date', 'date', 'integer', 'smallint', 'smallint', 'integer', 'smallint', 'smallint', 'date']","[('CK_EmployeeDepartmentHistory_EndDate', 'c'), ('CK_EmployeeDepartmentHistory_EndDate', 'c'), ('PK_EmployeeDepartmentHistory_BusinessEntityID_StartDate_Departm', 'p'), ('PK_EmployeeDepartmentHistory_BusinessEntityID_StartDate_Departm', 'p'), ('FK_EmployeeDepartmentHistory_Shift_ShiftID', 'f'), ('FK_EmployeeDepartmentHistory_Employee_BusinessEntityID', 'f'), ('FK_EmployeeDepartmentHistory_Department_DepartmentID', 'f'), ('PK_EmployeeDepartmentHistory_BusinessEntityID_StartDate_Departm', 'p'), ('PK_EmployeeDepartmentHistory_BusinessEntityID_StartDate_Departm', 'p')]"
humanresources.employeepayhistory,"['ratechangedate', 'businessentityid', 'rate', 'payfrequency', 'businessentityid']","['timestamp without time zone', 'integer', 'numeric', 'smallint', 'integer']","[('PK_EmployeePayHistory_BusinessEntityID_RateChangeDate', 'p'), ('PK_EmployeePayHistory_BusinessEntityID_RateChangeDate', 'p'), ('CK_EmployeePayHistory_Rate', 'c'), ('CK_EmployeePayHistory_PayFrequency', 'c'), ('FK_EmployeePayHistory_Employee_BusinessEntityID', 'f')]"
humanresources.jobcandidate,"['businessentityid', 'jobcandidateid']","['integer', 'integer']","[('FK_JobCandidate_Employee_BusinessEntityID', 'f'), ('PK_JobCandidate_JobCandidateID', 'p')]"
humanresources.shift,['shiftid'],['integer'],"[('PK_Shift_ShiftID', 'p')]"
production.billofmaterials,"['unitmeasurecode', 'startdate', 'perassemblyqty', 'productassemblyid', 'componentid', 'productassemblyid', 'componentid', 'billofmaterialsid', 'perassemblyqty', 'productassemblyid', 'bomlevel', 'enddate']","['character(3)', 'timestamp without time zone', 'numeric(8,2)', 'integer', 'integer', 'integer', 'integer', 'integer', 'numeric(8,2)', 'integer', 'smallint', 'timestamp without time zone']","[('FK_BillOfMaterials_UnitMeasure_UnitMeasureCode', 'f'), ('CK_BillOfMaterials_EndDate', 'c'), ('CK_BillOfMaterials_BOMLevel', 'c'), ('CK_BillOfMaterials_ProductAssemblyID', 'c'), ('CK_BillOfMaterials_ProductAssemblyID', 'c'), ('FK_BillOfMaterials_Product_ProductAssemblyID', 'f'), ('FK_BillOfMaterials_Product_ComponentID', 'f'), ('PK_BillOfMaterials_BillOfMaterialsID', 'p'), ('CK_BillOfMaterials_PerAssemblyQty', 'c'), ('CK_BillOfMaterials_BOMLevel', 'c'), ('CK_BillOfMaterials_BOMLevel', 'c'), ('CK_BillOfMaterials_EndDate', 'c')]"
production.culture,['cultureid'],['character(6)'],"[('PK_Culture_CultureID', 'p')]"
production.document,"['status', 'rowguid', 'owner', 'documentnode']","['smallint', 'uuid', 'integer', 'character varying']","[('CK_Document_Status', 'c'), ('document_rowguid_key', 'u'), ('FK_Document_Employee_Owner', 'f'), ('PK_Document_DocumentNode', 'p')]"
production.productcategory,['productcategoryid'],['integer'],"[('PK_ProductCategory_ProductCategoryID', 'p')]"
production.productsubcategory,"['productsubcategoryid', 'productcategoryid']","['integer', 'integer']","[('PK_ProductSubcategory_ProductSubcategoryID', 'p'), ('FK_ProductSubcategory_ProductCategory_ProductCategoryID', 'f')]"
production.productmodel,['productmodelid'],['integer'],"[('PK_ProductModel_ProductModelID', 'p')]"
production.product,"['reorderpoint', 'productsubcategoryid', 'productmodelid', 'weightunitmeasurecode', 'sizeunitmeasurecode', 'productid', 'daystomanufacture', 'productline', 'class', 'listprice', 'style', 'sellstartdate', 'sellenddate', 'safetystocklevel', 'standardcost', 'weight']","['smallint', 'integer', 'integer', 'character(3)', 'character(3)', 'integer', 'integer', 'character(2)', 'character(2)', 'numeric', 'character(2)', 'timestamp without time zone', 'timestamp without time zone', 'smallint', 'numeric', 'numeric(8,2)']","[('CK_Product_ReorderPoint', 'c'), ('FK_Product_ProductSubcategory_ProductSubcategoryID', 'f'), ('FK_Product_ProductModel_ProductModelID', 'f'), ('FK_Product_UnitMeasure_WeightUnitMeasureCode', 'f'), ('FK_Product_UnitMeasure_SizeUnitMeasureCode', 'f'), ('PK_Product_ProductID', 'p'), ('CK_Product_DaysToManufacture', 'c'), ('CK_Product_ProductLine', 'c'), ('CK_Product_Class', 'c'), ('CK_Product_ListPrice', 'c'), ('CK_Product_Style', 'c'), ('CK_Product_SellEndDate', 'c'), ('CK_Product_SellEndDate', 'c'), ('CK_Product_SafetyStockLevel', 'c'), ('CK_Product_StandardCost', 'c'), ('CK_Product_Weight', 'c')]"
production.productcosthistory,"['startdate', 'startdate', 'enddate', 'productid', 'standardcost', 'productid']","['timestamp without time zone', 'timestamp without time zone', 'timestamp without time zone', 'integer', 'numeric', 'integer']","[('PK_ProductCostHistory_ProductID_StartDate', 'p'), ('CK_ProductCostHistory_EndDate', 'c'), ('CK_ProductCostHistory_EndDate', 'c'), ('FK_ProductCostHistory_Product_ProductID', 'f'), ('CK_ProductCostHistory_StandardCost', 'c'), ('PK_ProductCostHistory_ProductID_StartDate', 'p')]"
production.productdescription,['productdescriptionid'],['integer'],"[('PK_ProductDescription_ProductDescriptionID', 'p')]"
production.productdocument,"['documentnode', 'documentnode', 'productid', 'productid']","['character varying', 'character varying', 'integer', 'integer']","[('PK_ProductDocument_ProductID_DocumentNode', 'p'), ('FK_ProductDocument_Document_DocumentNode', 'f'), ('PK_ProductDocument_ProductID_DocumentNode', 'p'), ('FK_ProductDocument_Product_ProductID', 'f')]"
production.location,"['availability', 'costrate', 'locationid']","['numeric(8,2)', 'numeric', 'integer']","[('CK_Location_Availability', 'c'), ('CK_Location_CostRate', 'c'), ('PK_Location_LocationID', 'p')]"
production.productinventory,"['bin', 'productid', 'locationid', 'productid', 'locationid']","['smallint', 'integer', 'smallint', 'integer', 'smallint']","[('CK_ProductInventory_Bin', 'c'), ('FK_ProductInventory_Product_ProductID', 'f'), ('FK_ProductInventory_Location_LocationID', 'f'), ('PK_ProductInventory_ProductID_LocationID', 'p'), ('PK_ProductInventory_ProductID_LocationID', 'p')]"
production.productlistpricehistory,"['productid', 'listprice', 'startdate', 'enddate', 'startdate', 'productid']","['integer', 'numeric', 'timestamp without time zone', 'timestamp without time zone', 'timestamp without time zone', 'integer']","[('FK_ProductListPriceHistory_Product_ProductID', 'f'), ('CK_ProductListPriceHistory_ListPrice', 'c'), ('CK_ProductListPriceHistory_EndDate', 'c'), ('CK_ProductListPriceHistory_EndDate', 'c'), ('PK_ProductListPriceHistory_ProductID_StartDate', 'p'), ('PK_ProductListPriceHistory_ProductID_StartDate', 'p')]"
production.illustration,['illustrationid'],['integer'],"[('PK_Illustration_IllustrationID', 'p')]"
production.productmodelillustration,"['illustrationid', 'productmodelid', 'illustrationid', 'productmodelid']","['integer', 'integer', 'integer', 'integer']","[('PK_ProductModelIllustration_ProductModelID_IllustrationID', 'p'), ('PK_ProductModelIllustration_ProductModelID_IllustrationID', 'p'), ('FK_ProductModelIllustration_Illustration_IllustrationID', 'f'), ('FK_ProductModelIllustration_ProductModel_ProductModelID', 'f')]"
production.productmodelproductdescriptionculture,"['productdescriptionid', 'cultureid', 'productmodelid', 'productmodelid', 'cultureid']","['integer', 'character(6)', 'integer', 'integer', 'character(6)']","[('PK_ProductModelProductDescriptionCulture_ProductModelID_Product', 'p'), ('FK_ProductModelProductDescriptionCulture_Culture_CultureID', 'f'), ('FK_ProductModelProductDescriptionCulture_ProductModel_ProductMo', 'f'), ('PK_ProductModelProductDescriptionCulture_ProductModelID_Product', 'p'), ('PK_ProductModelProductDescriptionCulture_ProductModelID_Product', 'p')]"
production.productphoto,['productphotoid'],['integer'],"[('PK_ProductPhoto_ProductPhotoID', 'p')]"
production.productproductphoto,"['productphotoid', 'productid', 'productid', 'productphotoid']","['integer', 'integer', 'integer', 'integer']","[('FK_ProductProductPhoto_ProductPhoto_ProductPhotoID', 'f'), ('PK_ProductProductPhoto_ProductID_ProductPhotoID', 'p'), ('FK_ProductProductPhoto_Product_ProductID', 'f'), ('PK_ProductProductPhoto_ProductID_ProductPhotoID', 'p')]"
production.productreview,"['productreviewid', 'productid', 'rating']","['integer', 'integer', 'integer']","[('PK_ProductReview_ProductReviewID', 'p'), ('FK_ProductReview_Product_ProductID', 'f'), ('CK_ProductReview_Rating', 'c')]"
production.scrapreason,['scrapreasonid'],['integer'],"[('PK_ScrapReason_ScrapReasonID', 'p')]"
production.transactionhistory,"['transactiontype', 'transactionid', 'productid']","['character(1)', 'integer', 'integer']","[('CK_TransactionHistory_TransactionType', 'c'), ('PK_TransactionHistory_TransactionID', 'p'), ('FK_TransactionHistory_Product_ProductID', 'f')]"
production.transactionhistoryarchive,"['transactionid', 'transactiontype']","['integer', 'character(1)']","[('PK_TransactionHistoryArchive_TransactionID', 'p'), ('CK_TransactionHistoryArchive_TransactionType', 'c')]"
production.unitmeasure,['unitmeasurecode'],['character(3)'],"[('PK_UnitMeasure_UnitMeasureCode', 'p')]"
production.workorder,"['enddate', 'workorderid', 'productid', 'scrappedqty', 'orderqty', 'startdate', 'scrapreasonid']","['timestamp without time zone', 'integer', 'integer', 'smallint', 'integer', 'timestamp without time zone', 'smallint']","[('CK_WorkOrder_EndDate', 'c'), ('PK_WorkOrder_WorkOrderID', 'p'), ('FK_WorkOrder_Product_ProductID', 'f'), ('CK_WorkOrder_ScrappedQty', 'c'), ('CK_WorkOrder_OrderQty', 'c'), ('CK_WorkOrder_EndDate', 'c'), ('FK_WorkOrder_ScrapReason_ScrapReasonID', 'f')]"
